id,product_id,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,score,time,summary,text,helpfulness_percentage
12403,B000FBM3YK,A2RFJYQ08USWOG,"I. Katsman ""ikatsman""",7,9,5,1168819200,These cookies are $2.19 in my SuperMarket,We were buying Bahlsen cookies at 1.70-2.19 at lockal supermarket until I found that they are 1.41box here at Amazon!,0.7777777777777778
35719,B00020UGN4,AXIPGK1U2C4H4,Shawn J. Burke,7,9,5,1107907200,Awesome Chocolate!!!!!!!!!!!!!!!!!!!!!!!!!!,All you chocolate lovers out there must experience this chocolate from Leonidas--great customer service and follow up on the order.,0.7777777777777778
112689,B000LR7PF0,A3N8KKKCPX8KZD,"Susan A. Rials ""susanrials""",7,9,5,1211846400,Caviar,I was impressed with the timely manner I received this product. My friends and I truly enjoyed this product,0.7777777777777778
187358,B0009K77O8,ABPYE8NFMM0NI,"Sang Wi ""Lori""",7,9,5,1140825600,outstanding!,not only is the tea delicious but the price is right and they provided very fast shipping. highly recommended!,0.7777777777777778
229099,B00015UC5M,A3PV4S0DHH5CGZ,Richard Peacock,7,9,5,1163116800,Hard to find item,It was good to be able to buy a hard to find item at a good price.,0.7777777777777778
232680,B000IOJTS2,A200WCBY0SSIK,R. Zeid,7,9,5,1254182400,WE LOVE THIS FOR PANCAKES AND WAFFLES!,THis makes great pancakes abd waffles.  Just add some additional water for the waffles!,0.7777777777777778
294655,B000FAPM2Q,A1VL2RQ4J7JUMR,K. J. Scheffler,7,9,5,1153180800,we enjoy the flavor and convenience,my wife and I enjoy cooking and we found this to be a convenient alternative for our pantry shelf.,0.7777777777777778
351453,B0036IO1IK,A1UTJ4YCA6XLKG,NatureSnax,7,9,5,1266969600,SeaSnax is Strangely Addictive @ The Go Green Expo Los Angeles 2010,  Length:: 0:55 Mins    ,0.7777777777777778
431959,B001P22GHC,A1EZC4F60A6BUU,"M. Conforti ""Aloha!""",7,9,1,1285804800,Hard as a rock!,"Tried kneading it to get it out of the packet, but it hardly budges. NOT RETURNABLE so buyer beware!",0.7777777777777778
441471,B0000D9N1H,A6MZHHMAE1MSC,C. Knox,7,9,5,1211155200,gifting,"I gave this as a gift at Christmas, and the recipient is still raving about it several months later!",0.7777777777777778
455100,B000MICPUI,A33GB8TIVMK5T1,J. brown,7,9,1,1208131200,TRy another brand,My son will not eat this product at all. I would suggest trying another brand.,0.7777777777777778
483239,B000M6CTZG,A2PCQGMKUCXBU9,V in FL,7,9,5,1204934400,Tastes great!,"Tastes great, and research indicates it is useful in the healing of stomach ulcers (a bonus).",0.7777777777777778
518192,B001E5E3LW,ACRLUE5HHKTAQ,Beardless Bob,7,9,5,1180742400,Forget Sugar!,"This is the best nutritious sweetener available, and Amazon sells it at the best price I have found yet!",0.7777777777777778
538601,B001EO5RZE,A3PENC9B3P5USY,"a. vegan ""vegan baker""",7,9,5,1164499200,Body basics,"A delicious, nutritious cereal that rebounds energy at breakfast or for a quick snack.  Very vegan and very good!",0.7777777777777778
544485,B000CRMYKA,A1FIYRW5FHSJHT,"Edward F. Macnichol III ""Mac""",7,9,5,1182816000,Delicious,Styrian Pumpkin Seed Oil brushed over Salmon before grilling or baking is absolutely delicious in my oppinion !,0.7777777777777778
136591,B001O1VDXM,A246C9MYO9K4GL,EMILY MA'RY,7,10,5,1271376000,perfect salt,GREAT SALT AND IS HEALTHY IF USED IN CORRECT QUANTITYS.  IT'S THE ONLY SALT WE USE.,0.7
149629,B000E8WIAS,A8T6W1M15FM75,"CA-SK ""CLA""",7,10,2,1255219200,Mmmm Lovely Aftertaste...,This is not good. The aftertaste is strong and it only seems to taste halfway decent in sparkling water. Pity.,0.7
237248,B0008F5O2Q,A2ZT58S1VMW1O9,"Beryl the Bookworm ""Beryl the Bookworm""",7,10,5,1137024000,Doesn't get much better than this!,"If you appreciate caliente, you MUST try this!",0.7
253754,B003C1RIEK,AA5F15I89H60,"Rexanne Domico ""Rex""",7,10,5,1275782400,really good,"This is the best one we have found for our Kuerig Brewer........everyone loves it. Kids, husband, and me!",0.7
363234,B000X0Z9CQ,A3VFFOI8IW1DEK,Douglas A. Henry,7,10,2,1271808000,No good,This product came all dried and broken up.  It's not worth the money and super expensive shipping!!,0.7
476375,B001IZIE36,A1HP7MRD7L0QK3,gdae4,7,10,5,1257292800,Product of Japan,"This is product of JAPAN. ""RIKEN"" brand. Many wakame products are made in China. Details at Eden's site.",0.7
495910,B0026XT71M,A2KGJ7X38SOGYU,"Flannery 626 ""Cameraman""",7,10,5,1258934400,Great gift,This gift basket was a hit with my aunt. It makes a great birthday gift.,0.7
121358,B001YJ9IM2,AW0QQ4QZ3XDDN,Clarence Fisher,7,11,5,1265155200,perfect pstry,as a male widow of age--these honey buns are very important to my food requirements--sincerely-clarence fisher,0.6363636363636364
180180,B000LDQBV8,A1RYDB0U7TJQ23,Marsha Moyer-Payne,7,12,5,1191456000,"As close to ""home"" as possible in the U.S.A.",Very similar to what he had in England growing up. He thought they were great.,0.5833333333333334
296291,B004JRSAJS,A28F80GKYG7XBO,"KMG ""KristalRose""",7,13,1,1305763200,These came FULL of ANTS! Ewwwwww,"When these arrived, the box was FULL of ants. I had to throw the whole thing away. Very disappointing! :o(",0.5384615384615384
437631,B000T6AHW6,A20TQ5QAEZOSQ3,James W. Blasko,7,13,5,1208390400,Monin Lavander Syrup,Very good service.  Super packing job!!!  I highly recommend ordering from this company!,0.5384615384615384
441479,B0000D9N1H,A2BWB5AL9M4E9F,"D. Baldridge ""pintogal""",7,13,5,1177632000,Great Gift,I gave this as a gift to a foodie and she LOVED it!!!,0.5384615384615384
292736,B0045KOOXU,A38V99DWFAULDN,Cthulhu4u,7,14,5,1290729600,BIG Kit,I have tried several Molecular Gastronomy Starter kits this one is by far the best out there for the money.,0.5
439378,B0041FCF1M,A2KDCHT25XBXCK,iminlocal,7,14,1,1316304000,all review on Jul 13,"Looking to purchase coffee beans .... All reviews on Jul 13, come on !!! I know ..... where coming from...",0.5
548188,B001PNM44G,A36WNFMOO9N7FE,"SDMF'er ""SDMF'er""",7,14,5,1240272000,CHOCOLATE !!!!!!!!!!!,OH MY GOD !!!! IS POP TARTS !!!!!!!!  AND CHOCOLATE !!!!!!!!!!1  RANDY !!!!!!!!!,0.5
288176,B000C0TNH4,A1SCVOU2U54ZV0,"Dee ""Dee""",7,15,2,1231286400,Funky!,Tastes funky - I only tasted it once and threw the rest away. I've had much better.,0.4666666666666667
458855,B001EQ4RU8,A1RMYKQ6OIH418,smitherditherdo,7,16,1,1201392000,Rotten,These were rancid. Amazon replaced them and the replacement was rancid as well. I would suggest finding an alternate source.,0.4375
16120,B000II27QE,A311I2VLJOBCWI,"B. Erman ""Dick Eater""",7,17,5,1224720000,Best Dick I ever had,"If your looking for some spotted dick, this is the best you will ever find.",0.4117647058823529
135925,B000121BV4,A1FM1OXUUCKCSL,"Burton Dale ""oceanwiser""",7,17,1,1197676800,overpriced item,Price of saffron from Valencia Spain is 75.00 USoz retail in Palm Beach Gourmet market for Dec. 2007.,0.4117647058823529
266826,B0010OQQ2Q,A1D4CMUGW4Z1BM,B. Tirado,7,19,2,1236729600,Demi-glace,Adds a richness to sauces but meat flavors do not come through. Williams-Sonoma Demi-glace much better product,0.3684210526315789
471656,B000CSBVOO,A3ACHPO3FPRGJB,"L. Juliao-Green ""Tired of unhealthy ingredients""",7,20,1,1158278400,Not very healthy,Partially Hydrogenated Oils?  High Fructose Corn Syrup?  There is nothing healthy about that.,0.35
399250,B00248A9HU,A14YVQIWITOQVR,K. Hein,7,21,1,1269907200,a little pricy,This product is just a pint of maple syrup priced as if it were a quart.,0.3333333333333333
320631,B00013C2WU,A2DJMXF6P37MFV,Annamarie Horan,7,26,3,1206489600,annamarie,Product arrived as described and was presented as a gift.  The recipient said that she enjoyed it.,0.2692307692307692
330155,B001OHX1ZY,ACJJ8AZVYDNIF,danirue,7,27,1,1259798400,Tasted awful,This tasted awful..like cardboard shavings...I did not try adding it to smoothies or anything...maybe that would help,0.25925925925925924
155453,B000GAT6NG,A1ORIGRG4QXV72,nmoira,7,30,3,1170720000,Coconut taste too pronounced,"I prefer the Spectrum coconut oils. Because they are flavorless, they have more potential uses.",0.23333333333333334
7908,B00166D8TW,A2YZJDCTZ6B3SK,itemsforless,6,6,5,1126137600,Great product,Good taste...mixes easy and has no artifical sweetners.  I been using this one for years,1.0
10169,B003EML8PM,AUQ485IDKWQGP,Ralph S. Hoefelmeyer,6,6,5,1253750400,"Lowrey's Bacon Curls, Microwave pork rinds",How can pork be bad? Truly a technical food marvel. People are stunned and amazed at microwave pork rinds. Delicious!,1.0
11214,B001KVPC0G,A2D5QBFBO231N7,Tul9033,6,6,5,1200960000,THE BEST!,These are hands down the best roasted and salted almonds I have had.  Addictive yet healthy!,1.0
16326,B007TJGZ54,A3P0ECC54FF1XE,Reginald Yarbrough,6,6,4,1284163200,Breakfast Blend K-Cups,"If you're more of a Dunkin Donuts or Diner-style coffee person, this is great coffee.",1.0
28287,B000RFS57I,A10F2EN5LA34Z9,"Alma Bell ""ABell""",6,6,3,1240531200,Has a nice flavor,"Flavor is good, tastes a little fatty. Does not come in single servings to preserve freshness.",1.0
31706,B0089X1L8U,A3FT0LUK4BLFOA,RJR,6,6,5,1262822400,Great Tea....Smooth,"This tea is great ""straight-up""  No sugar or sweetener needed. No bitterness like many other Green Teas.",1.0
32152,B003NCEDYG,A15I9CMS42U490,Lyn,6,6,4,1194048000,great popcorn,"we just love this popcorn.  Works better in our popper than others, and tastes ""earthy"".  great",1.0
34147,B000P3U70K,A24RWY6CDA0JTU,K. M. COOP,6,6,3,1252800000,Not what I expected.,"The popped corn was very small and didn't seem to have a lot of corn flavor,  Ok, but dissappointing.",1.0
42185,B000E39T82,A3QJQQZTKFV7BJ,"Sandy ""WR Gma""",6,6,5,1239494400,Great standby,Terrific product. Takes up little room in the cabinet and always handy to turn water into a tasty vegetable broth.,1.0
45313,B0005XN9HI,A2ID772ICZRHX0,Bruce Barnhill,6,6,5,1212192000,Very convenient,The tomato paste in a tube is really easy to use and nice when you only need a small portion.,1.0
61228,B000HAAAKI,A33B83LVIRT1AV,Macao,6,6,5,1173312000,Excellent tea.,"Excellent Tea, fairly fine grind, good flavor, quick steeping.  Also, very prompt delivery.",1.0
73283,B0012XBCZQ,A22T1D6L5J2PCP,"Dale Coddington ""Rachel Coddington""",6,6,5,1232409600,What's not to like,Found these for a great deal..split the box with a friend and we both loved them.,1.0
73540,B000YQUY2E,A17XXHMWO1H4OJ,"Danny L. Perryman ""Dan P.""",6,6,5,1273708800,Torani Sugar Free Brown Sugar Cinnamon,"Excellent flavor, nice cinnamon tast, not overly done. Great in coffee, on sweet potatos, and in coffee cake mix!",1.0
73711,B0002AHT84,A2D35LJU53GMTK,L. M. ZAHALKA,6,6,4,1199664000,Good basic Greek Coffee,Good Basic Greek Coffee.  Can depend on this coffee to be the same from bag to bag.,1.0
89014,B000W642B0,AX3GAFXC7QACY,Bruce,6,6,5,1234569600,Silly -  but she loved it,Lots of goodies.  She loved it.  Was fun exploring and remembering the younger candy days :),1.0
96629,B000HQPIYU,A3NYTH5ZUJYA1H,A. Murray,6,6,1,1182211200,"Joyva, you gave me no joy...","They were stale.  They are not returnable.  For a halvah lover, this was a blow indeed....",1.0
102714,B000NN5GU8,A30F0ILISQFXIJ,Michael Nicolson,6,6,5,1263686400,Great product bad price,But why would I pay Amazon twice what they charge in a brick and mortar store?,1.0
105041,B000H7FZ3S,A2NH4YJLA1MDKW,"Lizet Aguiar ""Liz""",6,6,4,1169424000,Oolong Tea,"This tea has a good smooth flavor and great color. Best of all, it's organic.",1.0
107934,B000JMBE7C,AWZARI01J9NRJ,"Crow Woman ""Native""",6,6,5,1248739200,As Good As Ever,Same superior product for the last 60 years or more.  Plain old fashioned Brit custard.,1.0
111685,B0015DAEI4,A1MZ63RXRRW6HN,"Larry D. Wade ""Gateman""",6,6,5,1207958400,Wonderful,"The sevice was fast, and the product was fresh. I couldn't get this gum anywere local.",1.0
112297,B000LQNCEE,A25ST4440NV5BD,"R. A Massa ""football dog""",6,6,5,1204761600,mmmm good chocolate,the best chocolate candy I tasted ...melts in ur mouth and ur in heaven.  mmmm good chocolate,1.0
116748,B000FPKZTQ,A2U28V57CPSP9E,M. Runge,6,6,5,1196035200,Great Bargain,My puppy loves these dental chews...and as far as treats go....they are a great price....175 each.,1.0
116749,B000FPKZTQ,A3GH827B6A6GEV,Carole Grosch,6,6,5,1171843200,Dingo dental chews,My dogs (all six!) loved these chews.........I would like to buy them by the case!,1.0
122473,B000KLXS6W,A1A7Q80ZVUXFNG,"A. Jackson ""A.C.J.""",6,6,5,1199145600,Fantastic!,This product is absolutely delightful. They are better than chocolate to me and one taste and you are hooked!,1.0
129527,B000F4DKAI,A1KQ8P5KU0ZKSA,My Paycheck Goes To Amazon,6,6,5,1167782400,My favorite afternoon tea,"Not too strong, but full of taste. Great price, convenient delivery.",1.0
135623,B000N5XP2C,A2J31FUME6V50K,E. Thurman,6,6,5,1265328000,Italian Seasoning,The spices smelled fresh and I was impressed with the amount you get for the money.,1.0
135670,B003THML30,A2WJFNI3ONRY6A,"Krista Heard ""caligirlangel""",6,6,5,1288828800,Best Tasting Granola Bar,"Awesome flavor, Awesome crunch. It almost melts in your mouth, could not ask for a better Granola bar.",1.0
135843,B000LQN67W,A17M36DEUIZBX0,Quack,6,6,5,1204588800,Sardine supreme,If you like the slightly smoked flavor you'll love these little guys. Leaves any other sardine product in the dust.,1.0
138601,B001E5E0Z6,A35CY9IQ56K5D1,K. Clark,6,6,4,1215388800,Good for Chocolate Milk,If you are looking for a good replacement for corn-syrup filled chocolate syrups this is the way to go.,1.0
140672,B000ETC9II,A20NYDARF21ZOF,"C. Kimmes ""mommaceita""",6,6,5,1202688000,Crisp and tasty,Great crackers with no artificial ingredients. All they are is brown rice and salt. Very crisp and good taste!,1.0
145892,B000RHVH58,AKDB5ZLHLSV1P,Harley33,6,6,5,1288051200,Good Stuff,I entered a chili cook off with this powder as my choice and took away a first place prize.,1.0
157430,B0019QT66I,A2D5DVBEYMM6ZP,"Judith Galetta ""non-fiction fan""",6,6,5,1266105600,Helps my leg cramps,This is the only product that helps my leg cramps.  I hope it will always be available.,1.0
